country.name,regional.indicator,ladder.score,playlist_id,playlist_name,playlist_owner_name,playlist_owner_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track.id,time_signature,added_at,track.artists,track.duration_ms,track.explicit,track.name,track.popularity
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.336,0.627,7,-7.463,1,0.0384,0.164,0,0.0708,0.35,150.273,0bYg9bo50gSsH3LtXe2SQn,4,2021-12-12T09:25:16Z,Mariah Carey,241106,FALSE,All I Want for Christmas Is You,96
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.716,0.512,1,-6.257,1,0.0331,0.483,0,0.0928,0.326,104.957,7uoFMmxln0GPXQ0AcCBXRq,3,2021-12-12T09:25:16Z,Sia,165906,FALSE,Snowman,89
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.735,0.478,2,-12.472,1,0.0293,0.189,2.48e-6,0.355,0.947,107.682,2FRnf9qhLbvw8fu4IBXx78,4,2021-12-12T09:25:16Z,Wham!,262960,FALSE,Last Christmas,92
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.927,0.5,2,-10.523,1,0.158,0.23,6.7e-4,0.0598,0.779,111.062,3EfMGeYXw69Saa14torWpK,4,2021-12-12T09:25:16Z,"c(""Cledos"", ""ibe"", ""Averagekidluke"", ""A36"")",190270,TRUE,Samma gamla vanliga - Remix,67
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.695,0.54,4,-5.692,1,0.0493,0.299,0,0.367,0.415,121.932,4fouWK6XVHhzl78KzQ1UjL,4,2021-12-12T09:25:16Z,GAYLE,168601,TRUE,abcdefu,96
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.339,0.214,4,-11.714,1,0.0375,0.908,7.47e-6,0.341,0.363,94.775,0lLdorYw7lVrJydTINhWdI,3,2021-12-12T09:25:16Z,Michael Bublé,206639,FALSE,It's Beginning to Look a Lot like Christmas,78
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.467,0.538,8,-8.784,1,0.0318,0.0479,7.02e-5,0.138,0.227,188.012,3RCxl6HWK4ADOzMbY8FZCw,3,2021-12-12T09:25:16Z,"c(""Haloo Helsinki!"", ""Cantores Minores"")",278786,FALSE,Joulun kanssas jaan (feat. Cantores Minores),59
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.623,0.913,7,-4.388,1,0.0339,0.00373,0,0.0748,0.705,95.05,4N84bVnNycTXiuoKZFEXrD,4,2021-12-12T09:25:16Z,"c(""Portion Boys"", ""Matti ja Teppo"")",211176,FALSE,Vauhti kiihtyy (feat. Matti ja Teppo),64
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.632,0.829,11,-6.889,0,0.0372,0.0853,1.51e-6,0.237,0.599,104.084,6YFcvJlcgQceRfJrVpmJa0,4,2021-12-12T09:25:16Z,Olli Halonen,175113,FALSE,Pohjola,59
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.488,0.511,7,-6.011,1,0.0232,0.688,0,0.149,0.329,91.916,1K0ZirzQ9KtHAKOLB5efXs,3,2021-12-12T09:25:16Z,Suvi Teräsniska,277493,FALSE,Tulkoon joulu,57
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.525,0.621,7,-7.364,1,0.116,0.0489,0,0.294,0.591,191.9,0lizgQ7Qw35od7CYaoMBZb,4,2021-12-12T09:25:16Z,Ariana Grande,204093,FALSE,Santa Tell Me,92
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.815,0.849,4,-4.704,0,0.114,0.0229,1.76e-4,0.026,0.685,106.035,5rW7qTn83sCKtqBoneJs63,4,2021-12-12T09:25:16Z,"c(""bbno$"", ""Rich Brian"")",133706,TRUE,edamame (feat. Rich Brian),76
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.788,0.859,2,-2.724,1,0.0856,0.281,0,0.0424,0.822,141.02,50nfwKoDiSYg8zOCREWAm5,4,2021-12-12T09:25:16Z,Ed Sheeran,207853,FALSE,Shivers,95
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.591,0.764,1,-5.484,1,0.0483,0.0383,0,0.103,0.478,169.928,5PjdY0CKGZdEuoNab3yDmX,4,2021-12-12T09:25:16Z,"c(""The Kid LAROI"", ""Justin Bieber"")",141805,TRUE,STAY (with Justin Bieber),93
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.589,0.472,8,-8.749,1,0.0502,0.614,0,0.505,0.898,67.196,2EjXfH91m7f8HiJN1yQg97,4,2021-12-12T09:25:16Z,Brenda Lee,126266,FALSE,Rockin' Around The Christmas Tree,92
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.604,0.366,5,-7.519,1,0.0282,0.578,0,0.133,0.13,141.981,46IZ0fSY2mpAiktS3KOqds,4,2021-12-12T09:25:16Z,Adele,224694,FALSE,Easy On Me,92
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-6,0.0921,0.531,80.87,02MWAaffLxlfxAUY7c5dvx,4,2021-12-12T09:25:16Z,Glass Animals,238805,FALSE,Heat Waves,93
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.594,0.935,0,-2.018,1,0.0357,0.243,2.36e-6,0.102,0.602,113.99,0aoUM0zcu0kCX7Cv7O939I,4,2021-12-12T09:25:16Z,"c(""Ed Sheeran"", ""Elton John"")",208546,FALSE,Merry Christmas,69
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.451,0.24,1,-14.014,1,0.0351,0.912,2.45e-6,0.175,0.701,134.009,2uFaJJtFpPDc5Pa95XzTvg,4,2021-12-12T09:25:16Z,Dean Martin,117146,FALSE,Let It Snow! Let It Snow! Let It Snow!,88
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-5,0.366,0.537,126.011,3rmo8F54jFF8OgYsqTxm5d,4,2021-12-12T09:25:16Z,Ed Sheeran,230746,FALSE,Bad Habits,94
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.55,0.275,0,-12.585,1,0.0373,0.73,0,0.112,0.302,146.074,3QqsEc7mv1Kq9aWNpQgHsU,3,2021-12-12T09:25:16Z,Katri Helena,206959,FALSE,Joulumaa,55
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.175,0.334,5,-10.127,0,0.0326,0.795,0.161,0.108,0.312,169.511,2Kouu3rnDZ5ZVqWtPEAsGo,3,2021-12-12T09:25:16Z,Vesa-Matti Loiri,198200,FALSE,Sydämeeni joulun teen,53
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.741,0.691,10,-7.395,0,0.0672,0.0221,0,0.0476,0.892,150.087,5Z9KJZvQzH6PFmb8SNkxuk,4,2021-12-12T09:25:16Z,"c(""Lil Nas X"", ""Jack Harlow"")",212352,TRUE,INDUSTRY BABY (feat. Jack Harlow),91
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.537,0.583,10,-7.012,1,0.0264,0.3,0,0.14,0.282,144.045,5T4wJfpwn3sEJdA4OovEfR,4,2021-12-12T09:25:16Z,Antti Tuisku,239466,FALSE,Lämmin lumi peittää maan,54
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.652,0.862,11,-7.957,0,0.0451,0.00632,0.0564,0.375,0.132,119.974,7d6Iy0XKcNFPxZfTWPFZbe,4,2021-12-12T09:25:16Z,Vesala,202744,FALSE,Pulkka,42
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.642,0.633,1,-6.746,1,0.0418,8.15e-4,4.64e-5,0.12,0.553,135.008,1RCQAeceDgtbD7WVLWr05S,4,2021-12-12T09:25:16Z,Haloo Helsinki!,247426,FALSE,Reiviluola,61
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.671,0.673,11,-6.941,0,0.0444,0.148,5.29e-5,0.304,0.494,121.963,1SOClUWhOi8vHZYMz3GluK,4,2021-12-12T09:25:16Z,Jaymes Young,237720,FALSE,Infinity,89
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.806,0.858,8,-5.096,1,0.0431,0.00202,3.7e-4,0.151,0.684,128.012,7jBuT0vzeaCtRetMczX4EM,4,2021-12-12T09:25:16Z,"c(""MD$"", ""JVG"", ""william"")",211328,FALSE,Parempaa (feat. JVG & william),60
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.542,0.659,8,-7.289,1,0.0389,0.00279,0,0.105,0.109,120.122,2gpWyfu7eZ01zzncHpxOtA,4,2021-12-12T09:25:16Z,"c(""Swedish House Mafia"", ""The Weeknd"")",234000,FALSE,Moth To A Flame (with The Weeknd),93
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.795,0.8,1,-6.32,1,0.0309,0.0354,7.25e-5,0.0915,0.934,116.032,7rglLriMNBPAyuJOMGwi39,4,2021-12-12T09:25:16Z,"c(""Elton John"", ""Dua Lipa"", ""PNAU"")",202735,FALSE,Cold Heart - PNAU Remix,88
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.728,0.783,11,-4.424,0,0.266,0.237,0,0.434,0.555,77.011,1r9xUipOqoNwggBpENDsvJ,4,2021-12-12T09:25:16Z,"c(""Imagine Dragons"", ""JID"", ""Arcane"", ""League of Legends"")",173381,FALSE,Enemy (with JID) - from the series Arcane League of Legends,96
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.583,0.673,5,-6.7,0,0.0286,0.0388,0.00147,0.0969,0.55,139.995,357JgDad80qVDg23D2GI63,3,2021-12-12T09:25:16Z,"c(""AHTI"", ""Aksel Kankaanranta"")",191905,FALSE,Matkustaja (feat. Aksel Kankaanranta),61
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.593,0.483,6,-7.046,1,0.0335,0.211,0,0.101,0.23,132.672,08EMclZsu3ZwuQxlVcsAXI,4,2021-12-12T09:25:16Z,VIIVI,206232,FALSE,Hyväuskoinen,61
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-5,0.0901,0.464,117.953,18asYwWugKjjsihZ0YvRxO,4,2021-12-12T09:25:16Z,"c(""Tiësto"", ""Ava Max"")",164818,FALSE,The Motto,87
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.714,0.8,11,-4.808,0,0.0504,0.127,0,0.359,0.589,134.002,3Wrjm47oTz2sjIgck11l5e,4,2021-12-12T09:25:16Z,Måneskin,211560,FALSE,Beggin',95
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.836,0.846,0,-4.673,1,0.0392,0.0907,0.047,0.057,0.942,122.042,0xfMlIW8lS40qvpsUw1l0X,4,2021-12-12T09:25:16Z,Kungs,169944,FALSE,Never Going Home,84
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.657,0.56,6,-9.049,0,0.0467,0.498,0,0.0794,0.854,161.993,7xapw9Oy21WpfEcib2ErSA,4,2021-12-12T09:25:16Z,Justin Bieber,182946,FALSE,Mistletoe,88
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.671,0.636,6,-8.117,0,0.103,0.515,4.11e-4,0.172,0.262,120.966,3uUuGVFu1V7jTQL60S1r8z,4,2021-12-12T09:25:16Z,"c(""Lost Frequencies"", ""Calum Scott"")",148197,FALSE,Where Are You Now,93
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.234,0.526,2,-11.656,1,0.0411,0.871,2.34e-6,0.122,0.649,201.739,1IcR6RlgvDczfvoWJSSY2A,3,2021-12-12T09:25:16Z,Andy Williams,151000,FALSE,It's the Most Wonderful Time of the Year,73
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.854,0.806,11,-8.262,0,0.0886,0.0209,0.0542,0.0703,0.637,124.927,20on25jryn53hWghthWWW3,4,2021-12-12T09:25:16Z,"c(""ACRAZE"", ""Cherish"")",157890,FALSE,Do It To It,94
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.321,0.64,2,-10.023,1,0.0324,0.28,0,0.718,0.414,146.172,27RYrbL6S02LNVhDWVl38b,3,2021-12-12T09:25:16Z,"c(""John Lennon"", ""Yoko Ono"")",214333,FALSE,Happy Xmas (War Is Over) - Remastered 2010,88
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.707,0.722,1,-6.751,0,0.108,0.064,3.62e-4,0.121,0.793,95.012,10hfvDwUbuG9lEakB3SChD,4,2021-12-12T09:25:16Z,"c(""ABREU"", ""Evelina"", ""Nelli Matula"")",204653,FALSE,"Levoton tyttö (feat. Evelina, Nelli Matula) [Vain elämää kausi 12]",60
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.75,0.608,1,-4.008,1,0.0387,0.00165,0,0.178,0.958,132.507,4pt5fDVTg5GhEvEtlz9dKk,4,2021-12-12T09:25:16Z,Måneskin,173346,TRUE,I WANNA BE YOUR SLAVE,90
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.648,0.819,2,-4.657,0,0.0433,0.00312,3.43e-4,0.334,0.547,101.044,34an0cwgyJ0oRTjQMNmbIw,4,2021-12-12T09:25:16Z,Haloo Helsinki!,255600,FALSE,Tulikärpäset,55
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.699,0.742,11,-7.196,0,0.037,0.0497,2.73e-5,0.14,0.793,144.95,6rQIoiIXrECnSfQj9MNDQ4,4,2021-12-12T09:25:16Z,"c(""Teflon Brothers"", ""Spekti"", ""Petri Nygård"")",177567,FALSE,Munatoti,55
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.76,0.726,5,-7.312,0,0.038,0.164,1.15e-4,0.241,0.627,121.016,63hKnwYYmoR9CxKzdthRHG,4,2021-12-12T09:25:16Z,"c(""Aste"", ""EME"")",182385,FALSE,Mikä-Mikä-Maa (feat. EME),39
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.506,0.711,9,-5.247,1,0.0426,0.0616,0,0.365,0.273,138.994,4oq88Qn7UdpiSjiL2E23dM,4,2021-12-12T09:25:16Z,VIIVI,196470,FALSE,USA,60
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.669,0.843,0,-3.766,1,0.0268,0.169,0,0.195,0.702,147.08,0YWUHZPJVg4iujddsJDwhM,4,2021-12-12T09:25:16Z,Britney Spears,255400,FALSE,My Only Wish (This Year),82
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.534,0.725,1,-3.906,1,0.046,0.091,0,0.0264,0.55,88.098,3Kkjo3cT83cw09VJyrLNwX,4,2021-12-12T09:25:16Z,Adele,225148,FALSE,Oh My God,94
Finland,Western Europe,7.842100143432617,37i9dQZEVXbMxcczTSoGwZ,Top 50 - Finland,Spotify,spotify,0.673,0.587,5,-6.422,0,0.0264,0.187,0,0.092,0.743,118.083,2DnfYBSG1cEcEYieldgp2X,4,2021-12-12T09:25:16Z,BEHM,191675,FALSE,Frida,55
Denmark,Western Europe,7.619500160217285,37i9dQZEVXbL3J0k32lWnN,Top 50 - Denmark,Spotify,spotify,0.735,0.478,2,-12.472,1,0.0293,0.189,2.48e-6,0.355,0.947,107.682,2FRnf9qhLbvw8fu4IBXx78,4,2021-12-12T09:25:21Z,Wham!,262960,FALSE,Last Christmas,92
Denmark,Western Europe,7.619500160217285,37i9dQZEVXbL3J0k32lWnN,Top 50 - Denmark,Spotify,spotify,0.336,0.627,7,-7.463,1,0.0384,0.164,0,0.0708,0.35,150.273,0bYg9bo50gSsH3LtXe2SQn,4,2021-12-12T09:25:21Z,Mariah Carey,241106,FALSE,All I Want for Christmas Is You,96
Denmark,Western Europe,7.619500160217285,37i9dQZEVXbL3J0k32lWnN,Top 50 - Denmark,Spotify,spotify,0.835,0.425,5,-8.806,1,0.0367,0.538,0,0.08,0.779,96.001,0wm3wOmYpTILjqyHzDDJIp,4,2021-12-12T09:25:21Z,Rasmus Seebach,215731,FALSE,Der' Noget I December,67
Denmark,Western Europe,7.619500160217285,37i9dQZEVXbL3J0k32lWnN,Top 50 - Denmark,Spotify,spotify,0.66,0.666,5,-6.15,1,0.0507,0.178,0,0.275,0.503,145.916,56Ua2ypj5HWnotoIF3lEHc,4,2021-12-12T09:25:21Z,"c(""Tobias Rahim"", ""andreas odbjerg"")",183883,TRUE,STOR MAND,72
Denmark,Western Europe,7.619500160217285,37i9dQZEVXbL3J0k32lWnN,Top 50 - Denmark,Spotify,spotify,0.525,0.621,7,-7.364,1,0.116,0.0489,0,0.294,0.591,191.9,0lizgQ7Qw35od7CYaoMBZb,4,2021-12-12T09:25:21Z,Ariana Grande,204093,FALSE,Santa Tell Me,92
Denmark,Western Europe,7.619500160217285,37i9dQZEVXbL3J0k32lWnN,Top 50 - Denmark,Spotify,spotify,0.513,0.583,9,-10.863,1,0.038,0.355,1.96e-5,0.18,0.866,180.183,27qAMKrDdKEs8HDXcvR24R,4,2021-12-12T09:25:21Z,Chris Rea,241626,FALSE,Driving Home for Christmas - 2019 Remaster,80
Denmark,Western Europe,7.619500160217285,37i9dQZEVXbL3J0k32lWnN,Top 50 - Denmark,Spotify,spotify,0.657,0.56,6,-9.049,0,0.0467,0.498,0,0.0794,0.854,161.993,7xapw9Oy21WpfEcib2ErSA,4,2021-12-12T09:25:21Z,Justin Bieber,182946,FALSE,Mistletoe,88
Denmark,Western Europe,7.619500160217285,37i9dQZEVXbL3J0k32lWnN,Top 50 - Denmark,Spotify,spotify,0.339,0.214,4,-11.714,1,0.0375,0.908,7.47e-6,0.341,0.363,94.775,0lLdorYw7lVrJydTINhWdI,3,2021-12-12T09:25:21Z,Michael Bublé,206639,FALSE,It's Beginning to Look a Lot like Christmas,78
Denmark,Western Europe,7.619500160217285,37i9dQZEVXbL3J0k32lWnN,Top 50 - Denmark,Spotify,spotify,0.754,0.424,2,-8.463,1,0.0363,0.643,0,0.0652,0.806,119.705,7vQbuQcyTflfCIOu3Uzzya,4,2021-12-12T09:25:21Z,Bobby Helms,130973,FALSE,Jingle Bell Rock,92
Denmark,Western Europe,7.619500160217285,37i9dQZEVXbL3J0k32lWnN,Top 50 - Denmark,Spotify,spotify,0.565,0.639,4,-6.599,1,0.0301,0.385,0,0.105,0.427,90.981,2f82yXiMKGkX2CtbkhgtvT,4,2021-12-12T09:25:21Z,"c(""Burhan G"", ""Frida Brygmann"")",201920,FALSE,Tinka,54
Denmark,Western Europe,7.619500160217285,37i9dQZEVXbL3J0k32lWnN,Top 50 - Denmark,Spotify,spotify,0.534,0.904,9,-3.315,1,0.0369,0.129,0,0.128,0.96,202.899,2TE4xW3ImvpltVU0cPcKUn,4,2021-12-12T09:25:21Z,Shakin' Stevens,220160,FALSE,Merry Christmas Everyone,86
Denmark,Western Europe,7.619500160217285,37i9dQZEVXbL3J0k32lWnN,Top 50 - Denmark,Spotify,spotify,0.605,0.424,9,-8.012,0,0.0381,0.396,0,0.241,0.463,89.88,4ZmaxcxpEmzZgsMZPRdLIG,4,2021-12-12T09:25:21Z,Rasmus Seebach,208188,FALSE,Lille Store Verden,65
Denmark,Western Europe,7.619500160217285,37i9dQZEVXbL3J0k32lWnN,Top 50 - Denmark,Spotify,spotify,0.44,0.692,0,-5.371,1,0.0493,0.318,0,0.0922,0.298,78.39,2MHiE76HdeJznaQtrLwBug,4,2021-12-12T09:25:21Z,Mads Langer,204946,FALSE,I En Stjerneregn Af Sne - Fra julekalenderen 'Tvillingerne og Julemanden',65
Denmark,Western Europe,7.619500160217285,37i9dQZEVXbL3J0k32lWnN,Top 50 - Denmark,Spotify,spotify,0.599,0.642,0,-6.936,1,0.0363,0.164,3.33e-5,0.0992,0.349,115.412,0247StOpd3AkeBQzANX4Zf,4,2021-12-12T09:25:21Z,Band Aid,222533,FALSE,Do They Know It's Christmas? - 1984 Version,85
Denmark,Western Europe,7.619500160217285,37i9dQZEVXbL3J0k32lWnN,Top 50 - Denmark,Spotify,spotify,0.669,0.843,0,-3.766,1,0.0268,0.169,0,0.195,0.702,147.08,0YWUHZPJVg4iujddsJDwhM,4,2021-12-12T09:25:21Z,Britney Spears,255400,FALSE,My Only Wish (This Year),82
Denmark,Western Europe,7.619500160217285,37i9dQZEVXbL3J0k32lWnN,Top 50 - Denmark,Spotify,spotify,0.747,0.44,7,-9.452,1,0.035,0.0359,0.00217,0.0796,0.819,100.017,1cKacVOYBOQy6OcgOJNDjo,4,2021-12-12T09:25:21Z,"c(""Julie"", ""Martin Brygmann"")",242960,FALSE,Jesus & Josefine,54
Denmark,Western Europe,7.619500160217285,37i9dQZEVXbL3J0k32lWnN,Top 50 - Denmark,Spotify,spotify,0.671,0.562,6,-6.207,1,0.023,0.163,0,0.109,0.288,89.035,4cEhVWWBqVf1JJOUdNRB4v,4,2021-12-12T09:25:21Z,"c(""Juice"", ""S.O.A.P."", ""Christina"", ""Remee"")",294626,FALSE,Let Love Be Love,9
Denmark,Western Europe,7.619500160217285,37i9dQZEVXbL3J0k32lWnN,Top 50 - Denmark,Spotify,spotify,0.594,0.935,0,-2.018,1,0.0357,0.243,2.36e-6,0.102,0.602,113.99,0aoUM0zcu0kCX7Cv7O939I,4,2021-12-12T09:25:21Z,"c(""Ed Sheeran"", ""Elton John"")",208546,FALSE,Merry Christmas,69
Denmark,Western Europe,7.619500160217285,37i9dQZEVXbL3J0k32lWnN,Top 50 - Denmark,Spotify,spotify,0.735,0.692,0,-7.838,1,0.193,0.307,0,0.22,0.869,85,20oNCyFVv55xDpXGIw0QEs,4,2021-12-12T09:25:21Z,Anders Matthesen,266893,TRUE,Jul På Vesterbro,62
Denmark,Western Europe,7.619500160217285,37i9dQZEVXbL3J0k32lWnN,Top 50 - Denmark,Spotify,spotify,0.321,0.64,2,-10.023,1,0.0324,0.28,0,0.718,0.414,146.172,27RYrbL6S02LNVhDWVl38b,3,2021-12-12T09:25:21Z,"c(""John Lennon"", ""Yoko Ono"")",214333,FALSE,Happy Xmas (War Is Over) - Remastered 2010,88
Denmark,Western Europe,7.619500160217285,37i9dQZEVXbL3J0k32lWnN,Top 50 - Denmark,Spotify,spotify,0.628,0.66,7,-6.335,1,0.0331,0.492,8.09e-6,0.193,0.57,125.025,54JM48edMgazVCU3VNwj35,4,2021-12-12T09:25:21Z,andreas odbjerg,178000,FALSE,"god jul - fra julekalenderen ""Kometernes Jul""",62
Denmark,Western Europe,7.619500160217285,37i9dQZEVXbL3J0k32lWnN,Top 50 - Denmark,Spotify,spotify,0.451,0.24,1,-14.014,1,0.0351,0.912,2.45e-6,0.175,0.701,134.009,2uFaJJtFpPDc5Pa95XzTvg,4,2021-12-12T09:25:21Z,Dean Martin,117146,FALSE,Let It Snow! Let It Snow! Let It Snow!,88
Denmark,Western Europe,7.619500160217285,37i9dQZEVXbL3J0k32lWnN,Top 50 - Denmark,Spotify,spotify,0.326,0.511,0,-4.737,1,0.0375,0.333,0,0.102,0.212,83.01,2rui6bCZAz3yJ7YFQeyWMq,4,2021-12-12T09:25:21Z,Gulddreng,227023,TRUE,Guld Jul,62
Denmark,Western Europe,7.619500160217285,37i9dQZEVXbL3J0k32lWnN,Top 50 - Denmark,Spotify,spotify,0.595,0.369,4,-8.489,0,0.0291,0.357,0,0.118,0.259,90.949,0nQBmwUprs4LYyhECw44LH,4,2021-12-12T09:25:21Z,Hjalmer,170986,FALSE,Kongespil - Tinka og Kongespillet,62
Denmark,Western Europe,7.619500160217285,37i9dQZEVXbL3J0k32lWnN,Top 50 - Denmark,Spotify,spotify,0.492,0.822,5,-4.673,1,0.034,0.262,6.17e-4,0.411,0.67,109.709,7vl434wDrFId1u47f4SBh8,4,2021-12-12T09:25:21Z,Shu-Bi-Dua,196866,FALSE,Den Himmelblå,46
Denmark,Western Europe,7.619500160217285,37i9dQZEVXbL3J0k32lWnN,Top 50 - Denmark,Spotify,spotify,0.234,0.526,2,-11.656,1,0.0411,0.871,2.34e-6,0.122,0.649,201.739,1IcR6RlgvDczfvoWJSSY2A,3,2021-12-12T09:25:21Z,Andy Williams,151000,FALSE,It's the Most Wonderful Time of the Year,73
Denmark,Western Europe,7.619500160217285,37i9dQZEVXbL3J0k32lWnN,Top 50 - Denmark,Spotify,spotify,0.578,0.589,10,-10.795,1,0.108,0.65,0,0.209,0.657,144.148,5gpImN0eqlucE3a3r121SF,4,2021-12-12T09:25:21Z,Mel & Kim,223951,FALSE,Rockin' Around The Christmas Tree,71
Denmark,Western Europe,7.619500160217285,37i9dQZEVXbL3J0k32lWnN,Top 50 - Denmark,Spotify,spotify,0.319,0.21,1,-15.231,1,0.0341,0.92,8.06e-5,0.138,0.209,78.696,4PS1e8f2LvuTFgUs1Cn3ON,4,2021-12-12T09:25:21Z,Nat King Cole,192160,FALSE,The Christmas Song (Merry Christmas To You),87
